DateTime,Item_A,Item_B,Frequancy
2016-12-18,Coffee,Frittata,2
2016-12-18,Cake,Coffee,2
2016-12-18,Bread,Cake,2
2016-12-18,Bread,"Dulce de Leche",2
2016-12-18,Coffee,"Dulce de Leche",2
2016-12-19,Bread,Medialuna,2
2016-12-19,Coffee,"Hot chocolate",2
2016-12-19,Bread,"Hot chocolate",2
2016-12-19,Cookies,Smoothies,2
2016-12-19,Brownie,Tea,2
2016-12-19,Coffee,Fudge,2
2016-12-19,Sandwich,Tea,2
2016-12-19,Bread,Brownie,2
2016-12-19,Bread,Coke,2
2016-12-19,Bread,Juice,2
2016-12-19,Cake,Tea,2
2016-12-19,Juice,Tea,2
2016-12-19,Cake,Sandwich,2
2016-12-20,Cookies,Tea,2
2016-12-20,Medialuna,Tea,2
2016-12-20,Bread,Medialuna,2
2016-12-20,Medialuna,Toast,2
2016-12-20,Cake,"Hot chocolate",2
2016-12-20,"Hot chocolate",Pastry,2
2016-12-20,Coffee,Medialuna,2
2016-12-20,Coffee,"The Nomad",2
2016-12-20,Pastry,"The Nomad",2
2016-12-20,Pastry,Toast,2
2016-12-20,Juice,Sandwich,2
2016-12-21,Coffee,Sandwich,2
2016-12-21,Coffee,Coke,2
2016-12-21,Coffee,Tea,2
2016-12-21,Coffee,"Hot chocolate",2
2016-12-21,Coke,Cookies,2
2016-12-22,Coffee,Muffin,2
2016-12-22,Cake,"Hot chocolate",2
2016-12-22,Brownie,Coffee,2
2016-12-22,"Hot chocolate",Tea,2
2016-12-22,Bread,Cake,2
2016-12-22,Cake,Tea,2
2016-12-22,Brownie,Juice,2
2016-12-22,Cake,Muffin,2
2016-12-22,Brownie,Cake,2
2016-12-22,Muffin,Tea,2
2016-12-22,Bread,Muffin,2
2016-12-22,Bread,Jam,2
2016-12-22,Bread,Fudge,2
2016-12-23,Medialuna,Pastry,2
2016-12-23,Cake,Muffin,2
2016-12-23,Bread,"Hot chocolate",2
2016-12-23,Cake,"Hot chocolate",2
2016-12-23,Fudge,Sandwich,2
2016-12-23,Juice,Scone,2
2016-12-23,Cake,Juice,2
2016-12-23,Fudge,"Gingerbread syrup",2
2016-12-23,Fudge,Jam,2
2016-12-23,"Brioche and salami",Tea,2
2016-12-23,Cake,Tea,2
2016-12-23,Coffee,Sandwich,2
2016-12-23,Bread,Brownie,2
2016-12-23,Bread,Tea,2
2016-12-23,Coffee,Cookies,2
2016-12-24,Coffee,Toast,2
2016-12-24,Coffee,Cookies,2
2016-12-24,Bread,Focaccia,2
2016-12-24,Bread,"Farm House",2
2016-12-24,Bread,Medialuna,2
2016-12-24,Pastry,Tea,2
2016-12-24,"Hot chocolate",Tea,2
2016-12-24,Coke,Tea,2
2016-12-24,Cake,"Hot chocolate",2
2016-12-24,Medialuna,Tea,2
2016-12-24,Cake,Medialuna,2
2016-12-24,Cake,"Farm House",2
2016-12-24,Coffee,"Farm House",2
2016-12-24,Jam,Pastry,2
2016-12-24,"Hot chocolate",Toast,2
2016-12-24,"Art Tray","Hot chocolate",2
2016-12-24,"Hot chocolate",Juice,2
2016-12-24,Cookies,"Hot chocolate",2
2016-12-24,Focaccia,Fudge,2
2016-12-27,Coffee,Medialuna,2
2016-12-27,Medialuna,Pastry,2
2016-12-27,Coffee,"Hot chocolate",2
2016-12-28,Coffee,Medialuna,2
2016-12-28,Bread,Toast,2
2016-12-28,Bread,"Farm House",2
2016-12-28,Bread,Sandwich,2
2016-12-28,Coffee,Truffles,2
2016-12-28,Cookies,"Hot chocolate",2
2016-12-28,Bread,Cookies,2
2016-12-28,Bread,Cake,2
2016-12-28,Crisps,"Hot chocolate",2
2016-12-28,Coffee,Coke,2
2016-12-28,Coke,Sandwich,2
2016-12-28,Juice,Sandwich,2
2016-12-28,Cake,"Hot chocolate",2
2016-12-28,"Bare Popcorn",Coffee,2
2016-12-29,Medialuna,Tea,2
2016-12-29,Pastry,Toast,2
2016-12-29,Bread,Cookies,2
2016-12-29,Coffee,"Jammie Dodgers",2
2016-12-29,Bread,"Jammie Dodgers",2
2016-12-29,Coffee,Tea,2
2016-12-29,Bread,Fudge,2
2016-12-29,Bread,Sandwich,2
2016-12-29,Coffee,"Lemon and coconut",2
2016-12-29,Coffee,"Hearty & Seasonal",2
2016-12-29,"Hot chocolate",Medialuna,2
2016-12-29,Cookies,"Hot chocolate",2
2016-12-29,Cookies,Medialuna,2
2016-12-30,Cake,"Vegan mincepie",2
2016-12-30,Coffee,"Vegan mincepie",2
2016-12-30,Coffee,Toast,2
2016-12-30,Coffee,"Hot chocolate",2
2016-12-30,Bread,"Jammie Dodgers",2
2016-12-31,Coffee,Cookies,2
2016-12-31,Bread,Cookies,2
2016-12-31,Coffee,"Vegan mincepie",2
2016-12-31,Bread,Medialuna,2
2016-12-31,Bread,Tea,2
2016-12-31,Cake,Coffee,2
2016-12-31,Cake,"Hot chocolate",2
2016-12-31,Tea,Toast,2
2016-12-31,"Hot chocolate",Sandwich,2
2017-03-01,Bread,Cookies,2
2017-03-01,Bread,Coffee,2
2017-03-01,Juice,Sandwich,2
2017-03-01,Coffee,Frittata,2
2017-04-01,Coffee,Toast,2
2017-04-01,Coffee,Cookies,2
2017-04-01,Coffee,Pastry,2
2017-04-01,"Hot chocolate",Pastry,2
2017-04-01,Bread,Brownie,2
2017-05-01,Bread,Medialuna,2
2017-05-01,"Hot chocolate",Muffin,2
2017-05-01,Bread,Juice,2
2017-05-01,Bread,Truffles,2
2017-05-01,Coffee,Truffles,2
2017-05-01,Frittata,Truffles,2
2017-06-01,Tea,Toast,2
2017-06-01,Coffee,Muffin,2
2017-06-01,Bread,Medialuna,2
2017-06-01,Coffee,Scandinavian,2
2017-06-01,Bread,Frittata,2
2017-06-01,Coffee,Frittata,2
2017-06-01,Coffee,Sandwich,2
2017-07-01,Bread,Pastry,2
2017-07-01,Coffee,Toast,2
2017-07-01,Bread,Scandinavian,2
2017-07-01,Bread,"Jammie Dodgers",2
2017-07-01,"Hot chocolate",Tea,2
2017-07-01,Bread,Scone,2
2017-07-01,Sandwich,Tea,2
2017-07-01,Coffee,Scandinavian,2
2017-07-01,Bread,Muffin,2
2017-07-01,Coffee,Fudge,2
2017-08-01,Sandwich,Smoothies,2
2017-09-01,Medialuna,Pastry,2
2017-09-01,Juice,Pastry,2
2017-09-01,Juice,Medialuna,2
2017-12-01,Alfajores,Coffee,2
2017-12-01,Alfajores,Bread,2
2017-12-01,Coffee,Tiffin,2
2017-01-13,Bread,Salad,2
2017-01-13,Coffee,Salad,2
2017-01-13,Bread,Tea,2
2017-01-14,Brownie,Pastry,2
2017-01-14,Scone,Tea,2
2017-01-15,Bread,"Farm House",2
2017-01-15,Cake,"Jammie Dodgers",2
2017-01-16,Bread,Medialuna,2
2017-01-17,Coffee,Salad,2
2017-01-17,Bread,Sandwich,2
2017-01-17,Salad,Sandwich,2
2017-01-17,Alfajores,Bread,2
2017-01-17,Bread,Coffee,2
2017-01-18,Cake,Muffin,2
2017-01-18,Cake,"Hot chocolate",2
2017-01-19,Coffee,Toast,2
2017-01-19,Bread,Cookies,2
2017-01-21,Bread,Brownie,2
2017-01-21,Alfajores,Coffee,2
2017-01-21,Alfajores,Bread,2
2017-01-22,Coffee,"Hot chocolate",2
2017-01-22,"Hot chocolate",Tea,2
2017-01-22,Coffee,Pastry,2
2017-01-22,Alfajores,Tiffin,2
2017-01-22,Coffee,"The Nomad",2
2017-01-22,Bread,Smoothies,2
2017-01-22,Smoothies,Tea,2
2017-01-24,Salad,"Spanish Brunch",2
2017-01-24,"Chicken Stew",Coffee,2
2017-01-24,"Art Tray","Chicken Stew",2
2017-01-24,Coffee,"Hot chocolate",2
2017-01-25,Coffee,Pastry,2
2017-01-26,Cake,Muffin,2
2017-01-26,Coffee,Juice,2
2017-01-26,Cake,Juice,2
2017-01-26,Cake,Coffee,2
2017-01-26,Medialuna,Tea,2
2017-01-27,Coffee,Sandwich,2
2017-01-28,Bakewell,Bread,2
2017-01-28,Coffee,"The Nomad",2
2017-01-28,Tea,"The Nomad",2
2017-01-28,Baguette,Bread,2
2017-01-29,Bread,Frittata,2
2017-01-31,Bread,Pastry,2
2017-01-02,Bread,Cake,2
2017-02-02,Pastry,Tea,2
2017-02-02,Coffee,Pastry,2
2017-02-02,"Farm House",Soup,2
2017-02-02,Bread,"Farm House",2
2017-03-02,Coffee,"Hot chocolate",2
2017-03-02,Coffee,Juice,2
2017-03-02,Juice,Truffles,2
2017-03-02,Coffee,Truffles,2
2017-03-02,"Mineral water",Sandwich,2
2017-03-02,Juice,Sandwich,2
2017-03-02,"Hot chocolate",Sandwich,2
2017-04-02,Baguette,Bread,2
2017-04-02,Coffee,Juice,2
2017-05-02,Coffee,Salad,2
2017-05-02,Fudge,Sandwich,2
2017-05-02,Coffee,Fudge,2
2017-05-02,Bread,Tea,2
2017-05-02,"Chicken Stew",Coffee,2
2017-06-02,Bread,Pastry,2
2017-07-02,Coffee,Truffles,2
2017-08-02,Coffee,Medialuna,2
2017-09-02,Coffee,Soup,2
2017-09-02,"Chicken Stew",Coffee,2
2017-10-02,Coffee,"Hot chocolate",2
2017-10-02,Alfajores,Coffee,2
2017-11-02,Soup,Tea,2
2017-02-13,Sandwich,Soup,2
2017-02-13,Bread,Soup,2
2017-02-13,Coffee,Soup,2
2017-02-13,Bread,Sandwich,2
2017-02-14,Coffee,Pastry,2
2017-02-16,"Chicken Stew",Juice,2
2017-02-16,Brownie,Cake,2
2017-02-17,Bread,Juice,2
2017-02-17,Bread,Coke,2
2017-02-17,Tea,Tiffin,2
2017-02-17,Baguette,Scandinavian,2
2017-02-17,"Chicken Stew",Tea,2
2017-02-17,Sandwich,Tiffin,2
2017-02-17,"Chicken Stew",Medialuna,2
2017-02-17,Bread,Medialuna,2
2017-02-17,Sandwich,Soup,2
2017-02-17,Brownie,Coffee,2
2017-02-17,Cake,Muffin,2
2017-02-18,Bread,"Spanish Brunch",2
2017-02-18,Sandwich,"Spanish Brunch",2
2017-02-18,"Spanish Brunch",Toast,2
2017-02-19,Bread,Medialuna,2
2017-02-19,Medialuna,"Spanish Brunch",2
2017-02-20,"Spanish Brunch",Tea,2
2017-02-21,Coffee,Scone,2
2017-02-22,Bread,Pastry,2
2017-02-22,Coffee,Smoothies,2
2017-02-23,Scone,Tea,2
2017-02-23,Alfajores,"Hot chocolate",2
2017-02-23,Alfajores,Coffee,2
2017-02-23,"Hot chocolate",Tiffin,2
2017-02-24,Brownie,Cake,2
2017-02-26,Bread,Juice,2
2017-02-26,Cookies,Juice,2
2017-02-26,"Extra Salami or Feta",Sandwich,2
2017-02-26,Cookies,"Extra Salami or Feta",2
2017-02-27,Coffee,Truffles,2
2017-02-28,Coffee,Soup,2
2017-01-03,"Chicken Stew",Coffee,2
2017-01-03,Cake,Soup,2
2017-01-03,"Chicken Stew",Soup,2
2017-01-03,Cake,"Chicken Stew",2
2017-02-03,Coffee,Sandwich,2
2017-03-03,Alfajores,Fudge,2
2017-03-03,Coffee,Fudge,2
2017-04-03,Bread,Brownie,2
2017-05-03,Coffee,"Jammie Dodgers",2
2017-06-03,Coffee,Juice,2
2017-09-03,Scone,Tea,2
2017-09-03,Coffee,Scone,2
2017-09-03,Coffee,Cookies,2
2017-10-03,Coffee,"Vegan Feast",2
2017-10-03,Coffee,Tea,2
2017-10-03,Tea,Tiffin,2
2017-10-03,Cake,Sandwich,2
2017-10-03,Bread,Cookies,2
2017-10-03,Cookies,Tiffin,2
2017-11-03,Coffee,Pastry,2
2017-11-03,Medialuna,"Spanish Brunch",2
2017-11-03,Cake,"Spanish Brunch",2
2017-11-03,Cake,Sandwich,2
2017-11-03,Cake,Medialuna,2
2017-11-03,Juice,Muffin,2
2017-12-03,Coffee,Medialuna,2
2017-12-03,Coffee,Muffin,2
2017-03-14,Cake,Sandwich,2
2017-03-15,Coffee,Sandwich,2
2017-03-15,Coffee,Tea,2
2017-03-16,Coffee,Pastry,2
2017-03-16,Bread,Brownie,2
2017-03-17,Coffee,Scone,2
2017-03-18,Bread,Jam,2
2017-03-18,Brownie,Coffee,2
2017-03-18,Bread,"Hot chocolate",2
2017-03-18,Coffee,"Spanish Brunch",2
2017-03-18,Cake,Scone,2
2017-03-21,Coffee,Pastry,2
2017-03-21,Coffee,"Farm House",2
2017-03-21,Coffee,Muffin,2
2017-03-21,Bread,Muffin,2
2017-03-23,Bread,Tiffin,2
2017-03-23,Bread,"Farm House",2
2017-03-23,Juice,Sandwich,2
2017-03-23,"Chicken Stew",Coffee,2
2017-03-24,Coffee,Toast,2
2017-03-25,Cookies,Pastry,2
2017-03-25,Cake,Pastry,2
2017-03-25,Smoothies,"Spanish Brunch",2
2017-03-25,Cake,"Spanish Brunch",2
2017-03-25,Cake,Smoothies,2
2017-03-25,Muffin,Smoothies,2
2017-03-25,Coffee,Smoothies,2
2017-03-25,Cake,Truffles,2
2017-03-25,Sandwich,Truffles,2
2017-03-25,Sandwich,"Spanish Brunch",2
2017-03-25,Bread,"Spanish Brunch",2
2017-03-25,Cake,Sandwich,2
2017-03-25,"Jammie Dodgers",Sandwich,2
2017-03-25,Bread,"Jammie Dodgers",2
2017-03-25,Coffee,"Jammie Dodgers",2
2017-03-26,Bread,Jam,2
2017-03-26,Bread,"Hot chocolate",2
2017-03-28,Coffee,"Hot chocolate",2
2017-03-29,Coffee,Toast,2
2017-03-29,Coffee,Medialuna,2
2017-03-30,"Hot chocolate",Toast,2
2017-03-30,Tea,Toast,2
2017-03-31,Brownie,Coffee,2
2017-01-04,Pastry,Tea,2
2017-01-04,Brownie,Cake,2
2017-02-04,Coffee,Muffin,2
2017-02-04,Cake,Pastry,2
2017-02-04,Bread,Pastry,2
2017-04-04,Bread,Pastry,2
2017-04-04,"Chicken Stew",Tea,2
2017-07-04,Bread,Pastry,2
2017-08-04,Baguette,Scandinavian,2
2017-08-04,Bread,Scandinavian,2
2017-08-04,Bread,"Spanish Brunch",2
2017-08-04,Sandwich,"Spanish Brunch",2
2017-08-04,Bread,Truffles,2
2017-08-04,Tacos/Fajita,Truffles,2
2017-08-04,Bread,Cake,2
2017-08-04,Coffee,Salad,2
2017-09-04,Cake,Coffee,2
2017-09-04,Bread,"Spanish Brunch",2
2017-08-01,"Jammie Dodgers",Tiffin,2
2017-03-02,Cake,Sandwich,2
2017-04-02,"Chicken Stew",Coffee,2
2017-04-02,Coffee,Soup,2
2017-05-02,"Farm House",Pastry,2
2017-06-02,Sandwich,"Spanish Brunch",2
2017-06-02,Coffee,"Spanish Brunch",2
2017-06-02,"Spanish Brunch",Truffles,2
2017-06-02,Sandwich,Truffles,2
2017-06-02,Coffee,Truffles,2
2017-09-02,Alfajores,Juice,2
2017-09-02,Alfajores,Toast,2
2017-09-02,Sandwich,Toast,2
2017-09-02,"Hot chocolate",Sandwich,2
2017-09-02,Alfajores,Tea,2
2017-09-02,Cookies,Tea,2
2017-09-02,Sandwich,Tea,2
2017-09-02,Alfajores,"Hot chocolate",2
2017-09-02,Medialuna,Tea,2
2017-11-02,Brownie,Tea,2
2017-11-02,Cake,Pastry,2
2017-11-02,Scone,Tea,2
2017-02-14,Bread,Cake,2
2017-02-14,Bread,Cookies,2
2017-02-14,Cookies,"Spanish Brunch",2
2017-02-14,Cookies,Toast,2
2017-02-16,Soup,Truffles,2
2017-02-16,Coffee,Muffin,2
2017-02-19,Cake,Salad,2
2017-02-19,Cake,"Extra Salami or Feta",2
2017-02-23,Sandwich,Tiffin,2
2017-02-23,Muffin,Sandwich,2
2017-02-24,Bread,Tiffin,2
2017-02-26,Soup,Tea,2
2017-02-26,"Spanish Brunch",Tea,2
2017-02-27,"Chicken Stew",Coffee,2
2017-02-27,"Chicken Stew",Pastry,2
2017-02-27,Pastry,Soup,2
2017-02-27,Coffee,Soup,2
2017-02-28,Coffee,Tea,2
2017-02-03,Baguette,Coffee,2
2017-03-03,Bread,Tea,2
2017-07-03,Coffee,Tea,2
2017-08-03,"Chicken Stew",Coffee,2
2017-08-03,Coffee,Salad,2
2017-08-03,"Farm House",Soup,2
2017-08-03,"Mineral water",Soup,2
2017-10-03,Bread,Scone,2
2017-03-14,Cake,"Jammie Dodgers",2
2017-03-14,Cake,"Vegan Feast",2
2017-03-15,Pastry,Tea,2
2017-03-15,Cookies,Tea,2
2017-03-15,Coffee,Scone,2
2017-03-16,Bread,Medialuna,2
2017-03-16,Bread,"Mineral water",2
2017-03-16,Coffee,Soup,2
2017-03-17,Coffee,"Mineral water",2
2017-03-18,Bread,Cake,2
2017-03-23,"Chicken Stew",Tea,2
2017-03-23,"Spanish Brunch",Tea,2
2017-03-23,Soup,Tea,2
2017-03-23,Bread,Tea,2
2017-03-27,Sandwich,Tea,2
2017-03-27,"Chicken Stew",Tea,2
2017-03-27,"Jammie Dodgers",Tea,2
2017-03-27,Brownie,Tea,2
2017-03-28,Bakewell,Sandwich,2
2017-03-28,Bread,Sandwich,2
2017-03-28,Juice,Sandwich,2
2017-03-30,Baguette,Coffee,2
2017-01-04,Cake,Sandwich,2
2017-05-04,"Hot chocolate",Pastry,2
2017-05-04,Coke,Sandwich,2
2017-05-04,Juice,Sandwich,2
2017-05-04,Sandwich,Tiffin,2
2017-06-04,Bread,Cookies,2
2017-08-01,Cookies,"Hot chocolate",2
2017-08-01,Coffee,Cookies,2
2017-08-01,"Hot chocolate",Sandwich,2
2017-09-01,Bread,Tea,2
2017-10-01,Bread,Coffee,2
2017-11-01,Muffin,Tea,2
2017-11-01,Muffin,Toast,2
2017-11-01,Muffin,Tiffin,2
2017-11-01,Tea,Tiffin,2
2017-01-13,Coffee,Scone,2
2017-01-15,Coffee,Scone,2
2017-01-15,Alfajores,Coffee,2
2017-01-16,Coffee,Cookies,2
2017-01-16,Alfajores,Bread,2
2017-01-18,Medialuna,Tea,2
2017-01-18,Soup,Tea,2
2017-01-18,Cake,Coke,2
2017-01-20,Bread,Muffin,2
2017-01-20,Bread,Sandwich,2
2017-01-21,Cake,"Jammie Dodgers",2
2017-01-21,Coffee,Tea,2
2017-01-22,Cake,"Hot chocolate",2
2017-01-22,Bread,"Jammie Dodgers",2
2017-01-22,"Hot chocolate","Jammie Dodgers",2
2017-01-22,Coffee,"Spanish Brunch",2
2017-01-22,Coffee,"Duck egg",2
2017-01-23,Bread,Cake,2
2017-01-23,Cake,Soup,2
2017-01-24,Coffee,Focaccia,2
2017-01-24,Coffee,Tea,2
2017-01-26,Bread,Medialuna,2
2017-01-27,Soup,Truffles,2
2017-01-27,Cake,Cookies,2
2017-01-28,Juice,Pastry,2
2017-01-28,Bakewell,Juice,2
2017-01-28,Bread,Medialuna,2
2017-01-28,Brownie,Juice,2
2017-01-28,Brownie,Scone,2
2017-01-28,Brownie,"Hot chocolate",2
2017-01-28,Coffee,Salad,2
2017-01-28,"Extra Salami or Feta",Salad,2
2017-01-28,Salad,Sandwich,2
2017-01-29,Baguette,Cake,2
2017-01-29,"Hot chocolate",Tea,2
2017-01-29,Cake,"Hot chocolate",2
2017-01-31,Coffee,Soup,2
2017-01-31,Bread,Tea,2
2017-02-02,Sandwich,Tea,2
2017-02-02,Bread,Cookies,2
2017-02-02,Cookies,Juice,2
2017-04-02,Cake,Sandwich,2
2017-04-02,Cake,Salad,2
2017-05-02,Baguette,"Hot chocolate",2
2017-05-02,Brownie,"Hot chocolate",2
2017-05-02,Baguette,Cookies,2
2017-05-02,Brownie,Cookies,2
2017-05-02,Cookies,Pastry,2
2017-05-02,"Hot chocolate",Pastry,2
2017-05-02,Cookies,Tea,2
2017-05-02,Medialuna,Tea,2
2017-07-02,"Chicken Stew",Juice,2
2017-07-02,Bread,Eggs,2
2017-07-02,Bread,Smoothies,2
2017-07-02,Bread,"Mineral water",2
2017-07-02,Bread,Brownie,2
2017-07-02,Alfajores,Cake,2
2017-08-02,Brownie,Sandwich,2
2017-09-02,Coffee,Tea,2
2017-09-02,Juice,Toast,2
2017-11-02,"Hot chocolate",Pastry,2
2017-11-02,Bread,"Chicken Stew",2
2017-11-02,Scandinavian,Tea,2
2017-11-02,Coffee,Medialuna,2
2017-11-02,Cake,Medialuna,2
2017-11-02,Medialuna,Scandinavian,2
2017-12-02,Baguette,Bread,2
2017-12-02,Bread,Toast,2
2017-12-02,Bread,Scone,2
2017-02-13,Coffee,Pastry,2
2017-02-13,Bread,"Hot chocolate",2
2017-02-14,Cookies,Smoothies,2
2017-02-14,Bread,Juice,2
2017-02-14,"Afternoon with the baker",Bread,2
2017-02-15,Cake,"Hot chocolate",2
2017-02-15,Cake,Coffee,2
2017-02-15,"Hot chocolate",Medialuna,2
2017-02-16,"Hot chocolate",Medialuna,2
2017-02-16,Bread,"Hot chocolate",2
2017-02-16,Alfajores,"Hot chocolate",2
2017-02-16,Cake,Cookies,2
2017-02-16,Coffee,"Extra Salami or Feta",2
2017-02-16,Coffee,Salad,2
2017-02-16,Juice,Toast,2
2017-02-16,Coffee,Toast,2
2017-02-17,Brownie,Scone,2
2017-02-17,Brownie,Medialuna,2
2017-02-18,Cake,Scandinavian,2
2017-02-18,Bread,Cake,2
2017-02-18,Bread,Scone,2
2017-02-19,Bread,Tiffin,2
2017-02-20,Coffee,"Hot chocolate",2
2017-02-21,Coffee,Sandwich,2
2017-02-24,Cake,Tea,2
2017-02-24,Brownie,Tea,2
2017-02-24,Cookies,"Mineral water",2
2017-02-24,Coffee,"Mineral water",2
2017-02-24,Cookies,"Hot chocolate",2
2017-02-24,Alfajores,Cookies,2
2017-02-25,Bread,Scone,2
2017-02-25,Bread,Sandwich,2
2017-02-25,"Hot chocolate",Soup,2
2017-02-25,Scone,Soup,2
2017-02-25,Cookies,Soup,2
2017-02-25,Coffee,Scone,2
2017-02-25,Coffee,"Hot chocolate",2
2017-02-26,Fudge,Medialuna,2
2017-02-26,Coffee,Fudge,2
2017-02-26,Cake,"Hot chocolate",2
2017-02-27,"Jammie Dodgers",Tea,2
2017-01-03,Baguette,Coffee,2
2017-03-03,Coffee,Toast,2
2017-03-03,Pastry,Sandwich,2
2017-03-03,Coffee,Tea,2
2017-04-03,Bread,Pastry,2
2017-04-03,Coffee,Scandinavian,2
2017-04-03,Brownie,Soup,2
2017-04-03,Cookies,"Mineral water",2
2017-04-03,Bread,Cookies,2
2017-04-03,Scone,Truffles,2
2017-05-03,Coffee,"Spanish Brunch",2
2017-05-03,Coffee,"Hot chocolate",2
2017-05-03,Soup,Tea,2
2017-05-03,Cake,Tea,2
2017-08-03,Cake,Tea,2
2017-08-03,Scone,Tea,2
2017-08-03,Cake,Scone,2
2017-11-03,Bread,"Hot chocolate",2
2017-11-03,Pastry,Sandwich,2
2017-12-03,"Jammie Dodgers",Tea,2
2017-12-03,"Spanish Brunch",Tea,2
2017-12-03,Sandwich,Tea,2
2017-12-03,Sandwich,"Spanish Brunch",2
2017-03-13,Bread,Tea,2
2017-03-15,Brownie,Coffee,2
2017-03-16,Bread,Cake,2
2017-03-17,Bread,Brownie,2
2017-03-19,Salad,"Spanish Brunch",2
2017-03-19,Coffee,Salad,2
2017-03-19,Coffee,Soup,2
2017-03-21,Coffee,Toast,2
2017-03-21,Cake,Cookies,2
2017-03-22,Cookies,Tea,2
2017-03-23,Juice,"Spanish Brunch",2
2017-03-23,"Chicken Stew","Spanish Brunch",2
2017-03-24,Bread,Muffin,2
2017-03-24,Coffee,"Spanish Brunch",2
2017-03-25,Coke,Juice,2
2017-03-25,"Chicken Stew",Juice,2
2017-03-25,Juice,"The Nomad",2
2017-03-25,Bread,Cookies,2
2017-03-26,Cake,Medialuna,2
2017-03-26,Bread,Medialuna,2
2017-03-26,Coffee,Muffin,2
2017-03-26,Cake,Muffin,2
2017-03-26,Muffin,Tea,2
2017-03-26,Medialuna,Tea,2
2017-03-26,Juice,"Spanish Brunch",2
2017-03-26,Cake,"Spanish Brunch",2
2017-03-26,Bread,Smoothies,2
2017-03-27,"Chicken Stew",Coffee,2
2017-03-28,"Mineral water",Sandwich,2
2017-03-28,Bread,Cookies,2
2017-03-28,Coffee,Salad,2
2017-03-30,Coffee,Tiffin,2
2017-03-30,Cake,Juice,2
2017-03-31,Bread,Medialuna,2
2017-03-31,Coffee,Pastry,2
2017-03-04,Tea,Toast,2
2017-04-04,Bread,"Jammie Dodgers",2
2017-04-04,Juice,Salad,2
2017-04-04,Soup,Tea,2
2017-04-04,Bread,Cake,2
2017-04-04,Bread,Juice,2
2017-05-04,Bread,Toast,2
2017-06-04,Muffin,Soup,2
2017-07-04,"Chicken Stew",Truffles,2
2017-07-04,Alfajores,Cake,2
2017-07-04,"Chicken Stew",Sandwich,2
2017-07-04,Coke,Sandwich,2
2017-08-04,Bread,Pastry,2
2017-08-04,Coffee,Truffles,2
2017-08-04,Juice,Sandwich,2
2017-08-04,"Spanish Brunch",Tea,2
2017-09-04,Bread,Sandwich,2
2017-08-01,Cake,Coffee,2
2017-11-01,Coffee,Toast,2
2017-11-01,"Art Tray",Coffee,2
2017-11-01,Bread,Sandwich,2
2017-11-01,Coffee,Sandwich,2
2017-01-13,Coffee,Juice,2
2017-01-13,Alfajores,Cake,2
2017-01-13,Cake,Pastry,2
2017-01-13,Alfajores,Bread,2
2017-01-16,Coffee,Scone,2
2017-01-16,Bread,Cookies,2
2017-01-16,Bread,Coffee,2
2017-01-19,Cake,Coffee,2
2017-01-19,Coffee,Tiffin,2
2017-01-20,Cake,Coffee,2
2017-01-21,Coffee,"Spanish Brunch",2
2017-01-21,Coffee,"Jammie Dodgers",2
2017-01-21,Cake,Sandwich,2
2017-01-21,Bread,Sandwich,2
2017-01-21,Cake,"Extra Salami or Feta",2
2017-01-21,Bread,Tea,2
2017-01-21,Sandwich,Tea,2
2017-01-22,Bread,Frittata,2
2017-01-22,Tea,Toast,2
2017-01-22,Alfajores,Cake,2
2017-01-22,Cake,Tiffin,2
2017-01-22,"Hot chocolate",Smoothies,2
2017-01-23,Sandwich,Tea,2
2017-01-23,"Hot chocolate",Sandwich,2
2017-01-23,Crisps,Sandwich,2
2017-01-23,Coke,Sandwich,2
2017-01-24,Bread,Cake,2
2017-01-25,Soup,Tea,2
2017-01-26,Bread,Muffin,2
2017-01-26,Bread,Sandwich,2
2017-01-26,Baguette,Bread,2
2017-01-27,"Hot chocolate",Pastry,2
2017-01-27,Cookies,Muffin,2
2017-01-27,Bread,Scone,2
2017-01-28,"Hot chocolate",Tea,2
2017-01-28,Bread,Cake,2
2017-01-28,Frittata,Salad,2
2017-01-28,Bread,Salad,2
2017-01-29,Cookies,Pastry,2
2017-01-29,Medialuna,Sandwich,2
2017-01-29,Medialuna,Scone,2
2017-01-30,Cake,"Hot chocolate",2
2017-01-30,Cake,Coffee,2
2017-01-31,Coffee,"Spanish Brunch",2
2017-01-31,Cake,"Spanish Brunch",2
2017-01-31,Pastry,Tea,2
2017-01-31,Cookies,Tea,2
2017-01-31,Cake,Pastry,2
2017-01-02,Coffee,Medialuna,2
2017-03-02,Soup,Tea,2
2017-04-02,Pastry,Tea,2
2017-04-02,Cake,Scone,2
2017-04-02,Juice,Truffles,2
2017-05-02,Alfajores,Scone,2
2017-06-02,Brownie,Juice,2
2017-06-02,Coffee,Medialuna,2
2017-06-02,Coffee,"Hot chocolate",2
2017-08-02,Alfajores,Bread,2
2017-08-02,Alfajores,Pastry,2
2017-08-02,Chocolates,Coffee,2
2017-08-02,Chocolates,Tea,2
2017-09-02,Coffee,Medialuna,2
2017-09-02,Medialuna,Sandwich,2
2017-10-02,Bread,Pastry,2
2017-10-02,Cake,Salad,2
2017-10-02,Cake,"Extra Salami or Feta",2
2017-10-02,Coffee,"Extra Salami or Feta",2
2017-10-02,Bread,Scandinavian,2
2017-10-02,Cake,Scandinavian,2
2017-10-02,Coffee,Scandinavian,2
2017-10-02,Cookies,Tea,2
2017-11-02,Bread,Sandwich,2
